documentary|文献的,纪录片|1563981|40663900|19|160661
execute|实行|1137367|40397270|16|85554
executive|执行的,总经理|223049|41116305|18|195779
exemplify|举例证明|902119|40847154|24|655326
exert|尽力,发挥|360137|41072265|35|308452
exhaust|抽完,耗尽|360175|41072297|38|322123
exist|存在|1857204|40847191|5|2146030
existence|存在,生活方式|1857202|40847193|14|85643
exotic|由外国引进的,珍奇的|360309|41072389|33|313281
moral|道德的,寓意|1857201|40847199|10|63664
morality|道德|1857197|40847202|11|43629
moreover|再者|1857193|40847207|11|63390
mostly|主要的|1857197|40847212|11|46474
prior|先前的,优先的|763353|40896524|37|308102
priority|优先|1152167|40847220|22|123217
privacy|隐居,隐私|1201845|40127123|20|173562
private|私人的|1152165|40847229|17|106267
privilege|特权,特殊的荣幸|1152167|40847232|43|310581
prove|证明,检验|360244|41072393|27|745806
provide|提供,规定|1151689|40169957|14|151567
provided|假如|223071|41116333|39|260400
prudent|谨慎的,有先见之明|406047|40976918|50|491847
subject|主题,学科|1857257|40847264|10|55989
subjective|主观的|963953|40288950|26|122806
submit|屈服,听任|223063|41116338|50|1920569
subordinate|下级的,次要的|936220|41072408|47|403167
subscribe|捐助,订购|406068|40976932|57|543615
subsequent|随后的|936165|41072409|38|276724
substance|物质,要旨|1152145|40847321|41|841298
substantial|实质的,结实的|439113|40944081|40|413662
substitute|代替者,代替|1151231|40169958|21|470030
subtle|微妙的,细微的|964001|40289011|29|230162
treat|对待,论述|1152111|40847328|22|339182
treaty|条约|505676|40896567|29|138517
trend|趋势,时髦|1079613|40127265|17|104005
associate|联系,结交|1430421|40580530|19|194783
association|协会,联合|1080041|40127534|23|324399
amend|修订,改进|406076|40976939|39|2173467
among|在之中|1857303|40847332|8|36298
amount|总额,达到之多|1301810|40580541|10|54880
ample|充足的,面积大的|1430458|40580555|13|110121
amuse|消遣|152874|41072491|30|209833
anchor|锚,固定|1430458|40580558|12|67935
stand|站立,位于|1080209|40127647|10|137266
standard|标准,道德水准|1151453|40847343|10|81248
standpoint|立场|1202725|40127738|5|83965
start|开始,出发|1080373|40127752|9|66324
startle|惊吓|152873|41072495|39|7190451
starve|挨饿,渴望|1079692|40127813|15|123438
state|状况,州|1079765|40127861|14|125671
statement|声明,陈述|1119410|41072496|24|221753
statesman|政治家|1079781|40127874|15|163856
statistics|统计数据,统计学|670093|41082786|31|314735
statue|塑像,雕塑|1079834|40127913|18|125395
status|地位,情况|360231|41072502|64|4977248
statute|法令,规则|956677|40284518|34|299285
stay|停留,保持|1162588|40896578|16|105267
steady|牢固的,坚定地|439132|40944096|44|409106
steer|驾驶,指导|576065|40847369|36|763402
stem|茎干,阻止|1080065|40128064|13|83543
step|脚步,台阶|1150884|40847375|14|193236
stern|严格的,船尾|576076|40847383|30|330138
anonymous|匿名的,无特色的|1150780|40847395|23|271243
answer|答复,适合|589245|40858892|27|265899
anticipate|预料,早于别人做成|311809|40858895|53|889912
anxiety|焦虑,焦虑的原因|1169050|40858899|20|262714
anxious|焦虑的,渴望的|1169047|40858900|20|186424
apart|分离,相隔|1082778|40128254|12|100781
assassinate|暗杀,破坏|589241|40858901|32|495974
assault|攻击,袭击|1168978|40858903|20|108556
assemble|集合,装配|963873|40289038|31|488670
assembly|集会,装配|653548|41072508|29|369616
assert|坚定地断言|589233|40858904|43|318152
component|组成的,组成部分|354057|41080191|49|1826857
composition|作文,作曲|963809|40289041|30|286994
comprehend|了解|963813|40289045|20|79191
comprehension|理解,理解测试|1103687|40141539|12|62746
comprehensive|广泛的,全部的|663111|41080196|34|407758
condemn|谴责,判刑|1103705|40141560|13|143506
condense|压缩,使简洁|297897|41082769|36|376954
condition|状态,环境|439167|40944120|78|950885
conduct|行为,带领|152834|41072509|52|1302001
conductor|指挥,售票员|1106983|40142535|23|276611
disable|使残废|1106993|40142556|12|62547
disappear|不见,消失|1107012|40142571|14|160662
disappoint|使失望,使扫兴|1107015|40142582|14|179642
discipline|纪律,训练方法|439180|40944129|50|487250
disclose|揭露,使公开|1040161|40505725|14|182147
discover|发现|1106993|40142589|13|43008
discovery|发现,被发现的事物|909557|40858907|14|73855
hoist|举起,吊起|497981|40976995|19|106626
hold|抓住,使保持某种状态|1206428|40896620|22|179997
holder|持有者,支持物|1201530|40896631|31|262673
household|家庭,家庭的|1111759|40145680|17|135216
however|无论如何,然而|1201530|40896641|19|106063
hoddle|蜷缩,聚集在一起|1111697|40145691|24|162816
narrative|叙述性的,叙述|638401|40771812|14|74605
narrow|狭窄的,狭隘的|1322996|41116342|14|68252
nasty|肮脏的,下流的|1201543|40896661|17|149703
nation|民族,国家|1201548|40896667|17|123139
national|民族的,国家的|1566388|40665764|5|29726
nationality|国籍,民族|1201549|40896670|20|126903
native|本地的,天生的|927205|40725208|16|175736
natural|自然的,天生的|963705|40289091|16|179134
nature|自然界,性质|1111511|40145707|12|62337
overall|全面的,总体上|923903|40723148|29|193771
overcome|克服,战胜|1621717|41159286|6|60830
overlap|重叠,重叠部分|152813|41072510|34|246169
portion|部分,分配|354073|41080203|46|372251
possibility|可能性,希望|354082|41080210|27|229163
possible|可能的,合适的|1111180|40145727|18|128527
potential|可能性,潜力|1111175|40145731|9|69537
pour|下倾盆大雨,倒|1201572|40896717|15|167319
holy |神圣的,圣洁的|963700|40289095|8|77772
honor|尊敬的,荣誉|497959|40977008|27|196903
honorable|尊敬的,荣誉的|963852|40289196|7|148922
horizon|地平线,眼界|956597|40284664|18|542174
horizontal|机灵的,巧妙的|956618|40284681|21|245154
ingredient|组成部分,成分|439012|40944142|50|442844
initial|最初的,词首的|438964|40944152|41|306777
initiative|主动权,进取心|354092|41080219|53|807078
local|当地的,局部的|956815|40284844|14|104192
locality|位置,地点|152794|41072511|39|324195
locate|指出,位于|438935|40944161|26|169998
location|位置,场所|956847|40284870|12|87946
neglect|忽视,疏忽|956860|40284880|23|167732
negligible|疏忽的,微不足道的|956913|40284914|21|238192
prescribe|规定,开药|663077|41080226|53|6345439
prescription|药方,计划|956962|40284952|22|226070
present|赠送,提交|438957|40944183|29|215425
presently|不久,现在|956993|40284977|24|287513
preside|主持,领导|663068|41080231|75|1068606
press|报刊,新闻界|354117|41080236|30|238838
pressure|压力,强迫|1042610|40936693|20|342709
prestige|威信,影响力|438946|40944187|47|402225
presumably|推测起来,大概|663060|41080241|30|357430
presume|推测,认为|957193|40285145|21|182526
prevent|防止,预防|152772|41072512|41|378613
previous|先前的,在之前|397215|40914092|44|395582
prey|被捕食的动物,牺牲品|930986|41072513|53|2517967
reliable|可靠的|1238733|40944191|16|108309
reliance|依靠,依赖|438986|40944217|30|197331
religion|宗教,信条|957202|40285173|10|55429
religious|宗教的,虔诚的|957329|40285256|10|78187
rely|依赖,信赖|438985|40944219|16|80376
straight|直的,整齐的|957330|40285265|12|133831
straightforward|正直的,简单的|354143|41080253|36|319779
strain|尽力使用,紧绷|152757|41072516|34|1378960
strategy|战略,策略|957333|40285292|9|62803
strength|实力,效力|152733|41072517|33|433596
strengthen|加强,巩固|152719|41072518|32|247010
strenuous|努力的,精力充沛的|354157|41080264|61|975263
transaction|办理,事务|497916|40977084|43|736220
transfer|转移,转让|152689|41072520|30|239313
transform|改变,使改变|530964|40665900|27|681781
transient|短暂的,临时的|825690|40665910|25|167764
translation|翻译,译文|1195068|40896775|29|425230
visible|可见的,明显的|152663|41072520|24|182559
vision|视力,幻想|930959|41072521|36|383849
visual|看的,视觉的|152652|41072522|27|257204
architect|设计师,缔造者|1238945|40944336|14|109317
architecture|建筑学,建筑风格|165170|41080361|19|279531
area|地区,领域|1239044|40944401|13|111369
argue|争论,说服|1239338|40944586|13|215578
argument|辩论,论点|1239503|40944690|13|90496
arise|形成,升起|126113|41080369|31|193869
arouse|使奋发,激起|663132|41080374|39|726641
array|显眼的一系列,排列|165154|41080378|31|373217
vital|生命力的,致命的|228212|41001551|24|220969
vivid|鲜艳的,生动的|1239564|40944732|13|187773
void|空的,无效的|1239565|40944735|13|73351
volume|容积,卷|165132|41080386|20|117116
consequence|影响,重要性|354351|41080389|62|822671
consequently|因而,所以|354354|41080392|45|847193
conservation|保护,避免损失|397029|40914101|56|1534515
conservative|保守的,保守主义者|126359|41080529|49|807038
consider|考虑,认为|812497|40677824|13|62810
considerable|相当大的,可观的|68730|41159301|74|3042224
considerate|考虑周到的,体谅的|126386|41080552|42|514837
consume|消耗,耗尽|165255|41080554|30|307146
consumption|消费,消耗|1239793|40944890|15|146498
dispute|争论,争执|354621|41080561|29|2667077
dissolve|溶解,使溶解|1467569|40170023|2|5115
exchange|调换,交流|165260|41080565|23|1098989
exclude|拒绝,把排除在外|165215|41080566|26|480096
exclusive|独占的,排他的|793517|40665974|32|601102
stick|拐杖,刺,粘住|165164|41080568|16|127188
stimulate|刺激,使兴奋|805586|40673519|28|232726
stir|搅拌,使微动,激起|355114|41080870|44|1562443
stock|原料,库存,资本|816057|40680065|24|177917
store|商店,储藏物,保存|816063|40680070|30|265767
storage|储存,库房|165639|41080877|21|209740
approach|接近,找商量,处理|355122|41080878|45|470155
appropriate|恰当的,相称的|126908|41080880|32|332344
approval|赞成,批准|355127|41080882|42|721186
approve|赞成,批准|1240185|40945151|12|42026
apt|易于的,恰当的,聪明的|355129|41080883|32|233735
conform|符合,遵从|355133|41080887|31|252104
confront|面临,正视|355133|41080888|28|189655
confuse|混淆|1040036|40858931|15|59073
confusion|混乱|900642|40771814|18|62147
congress|连接,联系,使有关系|355132|41080889|56|513661
connection|连接,联系|1040021|40858933|19|113942
conscious|有意识的,自觉的|1040018|40858934|18|94953
dismiss|解雇|544506|40673992|23|128306
disorder|混乱,骚乱,失调|744108|40673994|47|798560
disperse|驱散|412545|40931835|60|427542
displace|转移,替代|1031386|40858935|40|209624
display|展览|956850|40285401|6|25025
distribute|分配,散布|735474|40673996|63|393841
distort|扭曲,失真,曲解|735466|40673997|42|547567
distract|使转向,使分心|5167|41165044|70|665496
evidence|迹象,证据|707775|41116359|29|202966
evident|明显的,明白的|86439|41080890|32|180597
evil|邪恶的,坏的,祸害|707780|41116363|35|189206
evolution|进化,发展|735433|40674002|36|214609
evolve|使进化,使发展|1031329|40858938|18|48735
exaggerate|夸张,对言过其实|129961|41082792|44|290055
examine|检查,对考试|1055513|40945152|16|84636
infer|推断|485437|40977402|29|121934
inference|推理,结论|485445|40977408|44|265873
inferior|下等的,次的,晚辈|168583|41082795|48|366811
influence|影响,权势,感化|168553|41082797|60|850974
influential|有影响的,权势的|485538|40977472|46|674269
inform|通知,告发|485543|40977477|52|299177
information|情报,信息|475693|40977489|28|166191
mock|嘲笑,模仿,使失望|485055|40983345|34|276800
mode|方式,样式|917151|40858939|27|163048
model|模型,样式,榜样|917034|40858870|25|173345
moderate|有节制的,适度的|68740|41159337|58|516846
modern|近代的,新式的|468735|40977491|47|297477
modernization|现代化|778948|40914108|14|94667
modest|谦虚的,适度的|916969|40858942|16|169526
modify|修改,减轻,修饰|507257|41001568|30|456787
predecessor|前任,原有事物|68540|41159345|52|720718
predict|预测|916921|40858944|18|83813
preface|序言|575385|41082821|33|237602
preferable|更好的|575383|41082822|24|130121
preference|偏爱,优待|942276|41082823|23|206676
prejudice|偏见,损害|916685|40858945|13|98067
preliminary|初步的|693671|41082824|30|242065
premier|首相|68626|41159355|26|128795
premise|前提,营业场所|593298|41094020|58|773125
premium|额外费用,保险费,学费|168524|41082825|84|931233
preparation|准备,制剂|916474|40858947|33|243799
reflect|反映,反省,考虑|916465|40858949|12|137548
reflection|倒影,沉思|916461|40858953|12|62384
reform|改革,改过自新|68629|41159361|24|141301
reject|拒绝,排斥|677108|41097210|20|101152
rejoice|充满喜悦|911399|40858955|14|56061
relate|讲述,联系|468700|40977505|41|308667
relation|关系,亲属|911362|40858956|17|118405
relationship|关联|911356|40858957|27|107133
relative|亲属,相对的,有关的|911351|40858958|30|201931
relativity|相对性,相对论|68591|41159371|29|1015983
relevant|有关的,有意义的|911245|40858959|21|177113
confine|禁闭,限制|130009|41082826|37|287314
confirm|加强,证实|130009|41082827|48|1337371
conflict|战斗,冲突|674895|41095830|31|273638
confidence|信任,秘密话|674895|41095832|44|413326
confident|确信的|674895|41095834|29|237422
confidential|秘密的,亲信的|910972|40858961|23|234462
trail|踪迹,追踪|910951|40858962|25|612189
train|列车,一串,训练|674895|41095835|24|419649
training|训练|910901|40858963|10|34491
trait|特征|910842|40858964|27|330376
traitor|叛徒|910839|40858965|9|45988
victim|牺牲品,受害者|910834|40858966|15|113403
view|景色,意见,观察|674900|41095840|20|154901
viewpoint|观点|910775|40858968|8|20777
violence|暴力,狂热|614394|40896801|9|105134
violent|猛烈的,强暴的|910741|40858969|9|91495
virtual|事实上|910735|40858970|9|35617
apparent|显然的,表面上的|674909|41095847|20|238542
appeal|有吸引力的,诉诸,呼吁|674922|41095856|23|230203
appear|出现,仿佛|674945|41095871|21|157215
appearance|出现,外表|130002|41082828|45|492221
appliance|用具|910402|40858971|15|123965
applicable|适用的|485745|40977623|27|218466
application|申请,适用|674945|41095874|36|771408
appoint|任命,约定|93020|41159498|29|513415
appointment|预约,委托|674949|41095879|21|203836
apply|涂,应用,使致力于|593298|41094022|18|1078202
appreciate|欣赏,感激,意识到|674949|41095880|21|530941
discriminate|区别,歧视|53|41165097|31|641567
discuss|讨论|674967|41095894|16|104610
disease|疾病|909874|40858973|4|10715
disgrace|使丢脸,使失宠|168319|41082829|25|557665
escape|逃跑,躲避|909791|40858974|5|22005
especially|特别|909789|40858975|6|21797
essay|文章,企图|575391|41082831|9|77419
essence|本质,要素|130005|41082833|31|298940
essential|必要的,本质的|130005|41082834|31|230723
establish|建立,查实,安置|130005|41082836|34|369927
estimate|估计,估价|130007|41082839|53|447569
ethic|道德准则,伦理学|358183|41082840|24|252482
ethnic|种族的,文化群体的|479999|40977768|17|101457
evaluate|评价|89561|41082842|39|257341
industrial|工业的|480028|40977790|13|128332
industrial|工业的|1135103|41082843|3|9614
industrialize|工业化|1135095|41082844|3|12268
industry|工业,勤劳|480105|40977839|15|92293
inevitable|不可避免的|130007|41082845|27|201060
miserable|痛苦的|480124|40977860|18|90967
misery|痛苦|480125|40977862|16|64774
mislead|误导,欺骗|480124|40977863|13|74848
mix|混合|1134738|41082846|6|10642
mixture|混合物|1134730|41082847|3|8311
necessary|必要的,必然的|480119|40977873|16|114987
necessitate|需要,迫使|130009|41082848|32|244189
necessitate|需要,迫使|480236|40977952|12|54045
necessity|必要性,必需品,贫困|480265|40977971|14|203760
negative|否定的,消极的,阴性的|480394|40978056|12|138813
negotiate|谈判|480394|40978059|12|59375
outer|外部的|480397|40978063|12|62143
outlet|出路,发泄途径|220740|41116029|13|118804
outline|轮廓,提纲|480409|40978072|9|60991
outlook|景色,观点,前景|147893|41094033|21|245675
output|产量|480436|40978092|10|63160
poverty|贫困|480445|40978099|9|35018
power|能力,动力,权力|147898|41094038|15|126339
practical|实际的|480621|40978217|16|134806
practice|练习,实践,业务|147900|41094040|21|215580
practise|训练,养成习惯|147908|41094046|21|180253
practitioner|实习者,从业者|480733|40978297|9|100991
preach|讲道,说教,宣传|185193|41094051|26|301160
precede|先于|147924|41094058|27|147131
precaution|预警,防御措施|147933|41094065|39|1799383
precedent|先例,优先的|147938|41094069|25|175326
preceding|前面的|480961|40978453|23|162784
precious|珍贵的|88815|41159524|29|132087
precise|精确的|147967|41094089|20|83981
precision|精密度|147969|41094092|27|126195
stress|压力,强调|481117|40978558|9|49928
stretch|伸展,延续,使竭尽所能|73|41165126|24|381667
virtue|美德,优点|147973|41094096|20|112569
elaborate|详尽的,精心制作|5135|41165072|41|1526489
elegant|优雅的,简练的|185010|41094243|24|286281
element|元素,有点,原理|184889|41094251|20|302315
elementary|基本的,简单的|376423|41094255|9|75646
eliminate|排除,淘汰|5197|41165079|41|434357
abolish|废止|379101|41095934|6|41793
absence|缺勤,缺乏|379100|41095936|4|38237
absent|缺席的,茫然的|379095|41095941|3|12502
abroad|到国外,广为流传|187458|41095944|11|115024
absolute|十足的,不受限制的|150932|41095948|31|387849
absorb|吸引注意,占去,忍受|187393|41095950|16|251434
abstract|抽象的,摘要,提取|187397|41095957|10|874927
ban|禁止,取缔|150953|41095962|9|81713
bar|条,酒吧,封锁|187405|41095967|10|242505
bare|赤裸的,基本的,仅仅的|187396|41095973|11|1206612
barely|空空的,仅仅,几乎不|150973|41095976|11|137687
bargain|廉价货,交易,议价|150973|41095979|12|134985
beam|柱,梁,微笑|150977|41095982|11|180234
become|成为,适宜,使好看|150975|41095983|10|201360
capable|有能力的,能胜任的|150970|41095985|11|635108
capacity|才能,接受能力,容量|187405|41095987|23|406172
captive|被俘的,俘虏|150973|41095989|33|347107
capture|捕获,攻占|187393|41095990|18|210791
career|生涯,职业,职业的|150978|41095993|10|89708
careful|小心的,细致的|150980|41095995|10|56333
case|事例,案件|187401|41095997|11|66993
cast|投,分配角色,铸造|150981|41095998|13|192796
casual|偶然的,非正式的|150981|41096000|9|76902
casualty|伤亡者,牺牲品|110617|41096003|45|391996
catch|捉住,赶上,感染|150986|41096005|8|132051
category|类别|110625|41096009|18|168009
cater|提供饮食,满足需要|187348|41096011|13|151730
cause|导致,原因,事业|187356|41096017|18|203512
caution|谨慎,警告|110639|41096019|36|246057
cautionus|小心的|151004|41096021|26|135972
cease|终止|187252|41096023|11|58862
celebrate|庆祝|187247|41096025|12|76885
celebrity|名人,名声|187241|41096027|16|118940
ceremony|典礼,礼节|187220|41096030|16|127274
certain|确定的,某些,轻微的|5197|41165092|26|699253
certainty|必然,必然的事|5391|41165109|26|184898
certificate|证书|91567|41161284|21|915770
certify|证明,发证书|110775|41096109|12|91007
decline|下降,倾斜,拒绝|110809|41096131|15|102067
decrease|减少|110813|41096135|11|42015
deem|认为,相信|5357|41165114|21|140995
dedicate|奉献,把用在|5229|41165124|27|334421
deduce|演绎,推论|5610|41165132|19|133868
deduct|减去,扣除,推论|17|41165150|17|266936
fashion|方式,时尚|114908|41098699|9|45523
fashionable|流行的,有钱人的|114909|41098701|8|37357
favor|恩惠,偏爱,拥护|114913|41098704|10|124029
favorable|赞许的,有利的|114917|41098708|10|66362
favorite|中意的,最爱的人物|114917|41098709|11|84635
sit|坐,参加考试,看小孩|114917|41098710|8|60621
site|位置,设置|114919|41098712|8|39035
格式错误1008|处于某种状况的,位于|23|41001696|7|95447
situation|形势,职位,环境|24556|41001677|5|51017
skeleton|骨骼,框架,最少人员|24554|41001679|5|43158
skeptical|怀疑的|7|41001689|6|67121
sketch|素描,概述|24553|41001692|4|45845

