predict|预测|266502|53429464|44|145647|7|4.6|17
preface|序言|846995|53597109|70|304848|16|4.4|16
preferable|更好的|847132|53597110|71|217761|20|4|14
preference|偏爱,优待|664109|53514869|52|377849|10|4.4|23
prejudice|偏见,损害|279609|53429464|46|165795|10|4.4|25
preliminary|初步的|845357|53597110|56|357267|11|4.3|15
premier|首相|845869|53597111|60|183200|13|4.5|17
premise|前提,营业场所|850477|53597111|96|852888|22|4.2|20
premium|额外费用,保险费,学费|855187|53597112|134|1403818|33|4.3|15
preparation|准备,制剂|846620|53597112|67|311955|15|4.2|25
reflect|反映,反省,考虑|843923|53597113|46|193727|11|4.2|25
reflection|倒影,沉思|844878|53597113|53|171760|15|4.1|14
reform|改革,改过自新|921884|53597114|67|389096|13|5.9|15
reject|拒绝,排斥|279609|53429465|46|132915|7|4.7|22
rejoice|充满喜悦|952467|53687750|42|110718|9|4.2|21
relate|讲述,联系|847438|53597114|73|357273|15|4.4|24
relation|关系,亲属|844572|53597115|51|503527|12|4.3|16
relationship|关联|846414|53597115|65|340806|16|4.3|16
relative|亲属,相对的,有关的|690323|53535289|54|240015|9|4.5|20
relativity|相对性,相对论|303638|53429466|49|1077698|6|4.4|17
relevant|有关的,有意义的|845390|53597116|57|319257|14|4.4|17
confine|禁闭,限制|847507|53597116|74|356134|16|4.5|26
confirm|加强,证实|849043|53597117|86|1410716|21|4|26
conflict|战斗,冲突|847507|53597117|74|745941|20|4.2|15
confidence|信任,秘密话|848156|53597118|79|483699|18|4.1|25
confident|确信的|672846|53514870|53|267463|8|4.5|20
confidential|秘密的,亲信的|845357|53597118|56|313447|13|4.1|24
trail|踪迹,追踪|926253|53597119|68|2915460|16|5.5|15
train|列车,一串,训练|270871|53429466|45|463845|7|4.1|15
training|训练|987420|53687751|43|82855|10|4.5|25
trait|特征|845869|53597119|60|377719|14|4.1|24
traitor|叛徒|844572|53597120|51|157226|16|3.9|14
victim|牺牲品,受害者|843923|53597120|46|747468|11|4.1|23
view|景色,意见,观察|843923|53597121|46|199904|11|3.8|19
viewpoint|观点|1|1|14|36890|2|1.7|4
violence|暴力,狂热|795181|53687751|36|190076|5|4.7|22
violent|猛烈的,强暴的|803918|53687752|37|750978|8|4.2|21
virtual|事实上|952467|53687753|42|92738|9|4.5|25
apparent|显然的,表面上的|844572|53597121|51|346047|12|4.1|23
appeal|有吸引力的,诉诸,呼吁|844947|53597122|54|394608|12|4.1|23
appear|出现,仿佛|270871|53429470|45|181242|7|4.5|20
appearance|出现,外表|847917|53597122|76|541147|16|4.3|23
appliance|用具|755859|53535290|58|261720|13|5.9|15
applicable|适用的|659740|53514871|51|257727|8|4.5|20
application|申请,适用|845596|53597123|59|803823|11|4.1|19
appoint|任命,约定|672846|53514872|53|795029|8|4.5|20
appointment|预约,委托|270871|53429470|45|411274|8|4.3|20
apply|涂,应用,使致力于|266502|53429471|44|1108690|8|4.3|19
appreciate|欣赏,感激,意识到|270871|53429471|45|575508|8|4.3|20
discriminate|区别,歧视|847405|53597123|72|1478286|20|4.6|16
discuss|讨论|987420|53687753|43|143722|7|4.7|22
disease|疾病|1|1|11|37121|2|1.5|4
disgrace|使丢脸,使失宠|844878|53597124|53|1915983|11|4.3|16
escape|逃跑,躲避|1|1|10|37289|2|1.5|3
especially|特别|41404|53687754|23|56982|4|2.9|12
essay|文章,企图|795181|53687755|36|154908|6|4.6|17
essence|本质,要素|845390|53597125|57|382919|11|4.3|15
essential|必要的,本质的|279601|53429474|78|23411292|21|5.6|14
establish|建立,查实,安置|755859|53687755|58|406951|9|4.5|20
estimate|估计,估价|320012|53429475|89|568285|17|5.5|14
ethic|道德准则,伦理学|844947|53597125|54|432628|11|4.5|16
ethnic|种族的,文化群体的|266502|53429476|44|306240|8|4.5|16
evaluate|评价|846414|53597126|65|314480|12|4.3|15
industrial|工业的|821395|53687756|38|167534|5|4.7|21
industrial|工业的|1|1|11|37720|3|1.4|5
industrialize|工业化|1|1|11|38645|3|1.4|5
industry|工业,勤劳|803918|53687757|37|122329|5|4.5|19
inevitable|不可避免的|856348|53597126|63|354063|12|5.7|15
miserable|痛苦的|926253|53687757|40|120697|5|4.5|19
misery|痛苦|934990|53687758|41|96674|6|4.7|21
mislead|误导,欺骗|821395|53687759|38|104681|5|4.7|21
mix|混合|149266|53687759|21|42320|4|2.8|12
mixture|混合物|143805|53687760|20|46263|4|2.9|9
necessary|必要的,必然的|934990|53687761|41|144780|6|4.7|21
necessitate|需要,迫使|845459|53597128|58|367789|11|4.3|16
necessitate|需要,迫使|843923|53597128|46|709865|13|4.2|14
necessity|必要性,必需品,贫困|926253|53687761|40|324285|7|4.4|20
negative|否定的,消极的,阴性的|803918|53687762|37|182496|5|4.7|21
negotiate|谈判|803918|53687763|37|104154|5|4.7|21
outer|外部的|934990|53687763|41|111266|8|4.6|18
outlet|出路,发泄途径|934990|53687764|41|380089|7|4.7|18
outline|轮廓,提纲|42769|53687764|24|80732|4|2.7|11
outlook|景色,观点,前景|303638|53429484|49|318088|9|4.7|18
output|产量|725276|53687765|35|89690|5|4.7|21
poverty|贫困|803918|53687766|37|1490401|5|5|16
power|能力,动力,权力|803918|53687766|37|172108|5|4.5|19
practical|实际的|270871|53429486|45|234092|9|4.6|16
practice|练习,实践,业务|297085|53429487|47|374901|8|4.6|16
practise|训练,养成习惯|270871|53429487|45|214229|7|4.5|20
practitioner|实习者,从业者|528668|53514875|43|161131|7|5.8|15
preach|讲道,说教,宣传|911405|53597130|60|531107|16|4.2|14
precede|先于|664109|53514876|52|219709|10|4.2|16
precaution|预警,防御措施|846995|53597130|70|2452392|16|4.1|15
precedent|先例,优先的|844845|53597131|52|244294|13|3.7|14
preceding|前面的|266502|53429488|44|196722|6|4.3|18
precious|珍贵的|312376|53429488|50|158518|7|4.3|18
precise|精确的|844366|53597131|49|196101|11|4.3|17
precision|精密度|845390|53597132|57|437559|14|3.9|14
stress|压力,强调|1|1|15|100469|3|1.3|3
stretch|伸展,延续,使竭尽所能|844572|53597132|51|457579|12|3.7|14
virtue|美德,优点|266502|53429489|44|144572|7|4.5|20
elaborate|详尽的,精心制作|849692|53597133|91|3423508|28|4.7|15
elegant|优雅的,简练的|664109|53514876|52|327594|10|4.4|20
element|元素,有点,原理|844435|53597133|50|430658|12|4.2|17
elementary|基本的,简单的|1000526|53687767|73|1139387|25|5.9|15
eliminate|排除,淘汰|850579|53597134|98|4278017|33|4.6|15
abolish|废止|1|1|11|64225|2|1.4|2
absence|缺勤,缺乏|143805|53687767|20|94473|4|2.7|11
absent|缺席的,茫然的|1|1|9|30570|2|1.3|3
abroad|到国外,广为流传|725276|53687768|35|158672|5|4.6|20
absolute|十足的,不受限制的|845459|53597135|58|455168|14|3.7|14
absorb|吸引注意,占去,忍受|952467|53687769|42|310307|9|4.2|20
abstract|抽象的,摘要,提取|40039|53687769|22|896176|4|2.5|9
ban|禁止,取缔|690323|53535294|34|137951|5|4.5|17
bar|条,酒吧,封锁|725276|53687770|35|274396|5|4.7|21
bare|赤裸的,基本的,仅仅的|725276|53687770|35|1254559|5|4.6|20
barely|空空的,仅仅,几乎不|803918|53687771|37|188981|8|4.2|20
bargain|廉价货,交易,议价|803918|53687772|37|193660|5|4.7|21
beam|柱,梁,微笑|795181|53687772|36|214771|5|4.7|21
become|成为,适宜,使好看|821395|53687773|38|318351|7|4.7|18
capable|有能力的,能胜任的|926253|53687773|40|824503|8|4.6|18
capacity|才能,接受能力,容量|664109|53514879|52|670452|10|4.6|18
captive|被俘的,俘虏|952467|53687774|70|1354922|15|5.4|15
capture|捕获,攻占|987420|53687775|43|244187|6|4.7|21
career|生涯,职业,职业的|40039|53687775|22|114941|4|2.5|9
careful|小心的,细致的|690323|53535295|34|89950|5|4.6|20
case|事例,案件|795181|53687776|36|99905|5|4.7|21
cast|投,分配角色,铸造|952467|53687776|42|268212|8|4.6|17
casual|偶然的,非正式的|725276|53687777|35|121863|5|4.6|21
casualty|伤亡者,牺牲品|27|53026016|2|456793|1|1.1|1
catch|捉住,赶上,感染|41404|53687778|23|154493|4|2.7|11
category|类别|844572|53597138|51|31137332|14|4|17
cater|提供饮食,满足需要|844572|53597138|51|346762|15|4.4|18
cause|导致,原因,事业|279609|53429499|46|249796|10|4.2|21
caution|谨慎,警告|847644|53597139|75|363260|21|4.3|18
cautionus|小心的|844572|53597139|51|183236|12|3.7|15
cease|终止|821395|53687778|38|271503|8|4.3|17
celebrate|庆祝|42769|53687779|24|91388|4|2.5|9
celebrity|名人,名声|336429|53514882|52|176739|10|5.9|14
ceremony|典礼,礼节|844366|53597141|49|205481|13|4.4|19
certain|确定的,某些,轻微的|844435|53597141|50|740327|11|3.8|18
certainty|必然,必然的事|844435|53597142|50|233286|11|3.8|18
certificate|证书|843923|53597142|46|985476|11|3.7|15
certify|证明,发证书|856348|53687779|39|170392|7|4.5|20
decline|下降,倾斜,拒绝|844366|53597143|49|233649|13|4|23
decrease|减少|41404|53687780|23|67997|4|2.5|9
deem|认为,相信|279609|53429502|46|183853|10|4|19
dedicate|奉献,把用在|845459|53597144|58|610263|15|4|17
deduce|演绎,推论|395411|53535298|58|220015|11|6.1|14
deduct|减去,扣除,推论|270871|53429503|45|317741|10|4.2|21
fashion|方式,时尚|856348|53687781|39|101645|7|4.8|19
fashionable|流行的,有钱人的|725276|53687781|35|74244|6|4.5|21
favor|恩惠,偏爱,拥护|856348|53687782|39|177447|9|4.4|22
favorable|赞许的,有利的|934990|53687783|41|123914|10|4.4|23
favorite|中意的,最爱的人物|843309|53597145|40|147954|12|3.5|14
sit|坐,参加考试,看小孩|803918|53687783|37|104494|8|4.4|22
site|位置,设置|803918|53687784|37|78168|8|4.4|22
situate|处于某种状况的,位于|795181|53687785|36|161178|9|4.1|16
situation|形势,职位,环境|690323|53535298|34|91129|9|4.1|16
skeleton|骨骼,框架,最少人员|672846|53514883|33|85600|7|4.4|21
skeptical|怀疑的|843821|53597146|44|290724|14|4.4|15
sketch|素描,概述|842899|53597146|38|120665|11|4.2|19
radiant|发光的,辐射的|843411|53597147|42|813566|11|4.6|18
radiate|发出,显露出|844333|53597147|48|407424|13|5.1|16
radical|根本的,激进分子|1|1|15|157694|3|2.1|10
ideal|理想的,理想|1|1|12|32094|3|1.7|7
ideology|思想意识|672846|53514884|33|213858|5|5.4|20
identical|相同的|264318|53429508|43|417502|8|5.4|16
identification|识别|1|1|10|79529|2|1.8|2
identify|识别,使等同于|690323|53535299|34|1057480|7|5.1|22
identity|相同性,本身|690323|53535299|34|148924|5|5.3|20
journal|杂志,日志|843548|53597148|43|119991|14|4.2|18
journalist|记者|1|1|13|99862|2|2.2|4
journey|旅行|48229|53687785|28|84237|4|4|12
judge|法官,审判|987420|53687786|43|218433|8|5.6|19
judgment|判决,判断力|844366|53597149|49|502047|16|4.9|20
judicial|司法的,公正的|987420|53687787|43|506451|8|5.7|22
jury|陪审团|843309|53597150|40|718611|13|4.2|15
justice|公正,司法|846483|53597151|66|293465|23|4.9|21
justify|证明正当|844947|53597151|54|655394|16|5.1|15
key|答案,主要的|1|1|13|46762|2|2.1|11
knit|编织,愈合|1|1|13|128097|3|1.9|1
label|标签,把归类|1|1|11|31386|1|2.1|10
lag|落后,衰退|1|1|12|46482|2|2|10
largely|大量的|1|1|11|41363|3|1.7|5
lateral|侧面的|594204|53514886|31|74851|5|5|18
latter|后一半的,后者|40039|53687787|22|60105|4|3.5|13
law|法律|1|1|12|166198|3|1.8|9
magnitude|巨大,数量|843923|53597153|46|2524279|12|5.1|16
magnify|放大,夸张|843342|53597153|41|176921|11|4.8|18
magnificent|壮观的|559251|53514888|46|491791|10|6.9|15
maintain|维持,赡养|1|1|9|56385|2|1.8|4
maintenance|维持,维修|1|1|10|86806|3|1.7|4
major|重要的,少校|127422|53687788|17|57430|4|3|11
majority|多数,法定年龄|264318|53429510|43|342528|8|6|25
make|构成,成为|1|1|3|10636|1|1.2|2
theme|主题|1|1|3|6459|1|1.2|2
theory|理论,看法|1|1|12|52339|2|2|1
theoretical|理论上的|1|1|11|39546|1|2.1|10
therapy|疗法|1|1|12|80883|2|2|3
object|物体,目的,反对|1|1|10|77985|1|1.9|9
objective|客观的,目的|264318|53429511|43|279521|9|5.6|18
objection|反对|843923|53597155|46|1064015|14|4.8|14
ob li ga tion|责任|845084|53597155|55|7220045|15|5.1|17
ob li ge|强迫,帮的忙|690323|53535302|54|440486|13|6.3|15
obs cure|遮蔽,混淆|843923|53597156|46|1012077|11|5.2|16
ob ser va tion|观察,言论|844947|53597157|54|4506349|18|5.6|15
ob ser ve|注意到,遵守|846620|53597157|67|12711058|23|5.6|19
ob se ssion|迷住,萦绕于心的事物|845084|53597158|55|46428124|19|5|17
ob so le te|废弃的,过时的|844878|53597158|53|304403|14|5.7|17
ob tain|获得|1|1|14|91213|2|2|11
ob vious|明显的|1|1|12|50486|2|1.9|4
pa ce|步伐,速度|1|1|14|75444|3|2.1|4
pa nel|面板,专门小组|231571|53514889|26|95134|5|4.7|19
pa no ra ma|全景,概论|856348|53687789|39|673182|9|5|17
qua li fi ca tion|资格,限定|843309|53597159|40|811456|11|4.7|17
qua li fy|证明合格,限定|844060|53597160|47|450065|13|5.3|17
qua li ty|质量,品德|1|1|13|95690|2|2.1|3
qua li ta ti ve|质量的|1|1|11|145126|1|2|10
sa fe guard|维护,安全措施|821395|53687789|38|320584|6|6|24
safe ty|安全|1|1|11|50353|2|1.9|5
sa va ge|野蛮的,野蛮的人|843923|53597161|46|388543|13|5|16
sa ve|拯救,储蓄,节省|1|1|17|82362|3|2.5|9
sa ving|节约,存款|1|1|11|82153|1|1.9|10
s cale|刻度,天平|803918|53687790|37|540360|8|5|18
s cene|景色,舞台|1|1|10|259097|1|2|9
sce ne ry|风景,舞台布景|803918|53687790|37|231451|6|5.6|19
tow|拖拉|664109|53514890|32|69427|5|4.9|19
to ward|向,对于,接近|1|1|15|185204|3|2.3|1
ta ke|携带,服用,捕获|1|1|10|58822|1|1.8|9
ta lent|天才|1|1|9|36608|1|1.8|8
tar get|目标|1|1|3|32981|1|1.2|2
tas te|品尝,滋味|1|1|10|59464|1|2|9
te ch ni cal|技术的|1|1|12|43266|2|1.8|9
te ch ni cian|技术员|1|1|11|147179|1|2|10
te ch ni que|技术|1|1|9|31450|1|1.8|8
te ch no lo gy|工艺,科技|1|1|8|41987|1|1.7|7
tee na ger|青少年|1|1|3|8243|1|1.2|2
tem per|心情,硬度|664109|53514891|32|188249|5|5.1|18
tem pe ra ture|温度|1|1|9|60305|1|1.8|8
tem po ra ry|暂时的|843548|53597161|43|349532|12|5|16
tem pt|引诱|795181|53687791|36|90168|7|5|19
temp ta tion|诱惑|795181|53687792|36|273745|7|5.2|19
tend|趋势,照料|1|1|18|155182|3|2.8|3
ten den  cy|趋势|270893|53514891|28|75583|5|4.9|17
ten ta ti ve|试探性|987420|53687792|43|163952|9|5.7|20
term|学期,条件,关系|795181|53687793|36|172387|6|5.3|20
ter mi nal|终端,晚期的|264318|53429518|43|462026|10|5.7|21
ter mi na te|停止|844435|53597162|50|236864|14|5|16
tes ti fy|证明,表明|844333|53597165|48|541944|15|4.9|14
tra ce|痕迹,追踪|725276|53687794|35|154284|6|5.5|19
tra ck|足迹,小道|44134|53687794|25|142024|4|3.8|10
tra di tion|传统|1|1|12|45877|2|2|3
ul ti ma te|最后的,基本的|845390|53597167|57|969972|21|4.6|17
under es ti ma te|低估|844572|53597167|51|1073647|15|5.4|20
un der go|经历|1|1|8|25172|1|1.7|7
under lie|位于之下,引起|843821|53597168|44|269649|11|5.5|20
under lying|在下面的,根本的|844060|53597168|47|833135|12|5.4|20
under line|下划线,强调|10002|53687795|21|76664|4|3.4|8
under stand|理解,揣测|1|1|14|72227|2|2.5|8
under stan ding|理解,了解的|1|1|8|49241|1|1.7|7
under take|承担,同意,负责|10684|53687796|23|277212|4|3.5|8
un easy|不安宁的,不自在的|1|1|14|140635|3|2.3|6
un emp loy ment|失业|1|1|8|51814|1|1.8|7
un ex pec ted|想不到的,意外的|952467|53687796|42|831005|10|5.6|17
u ni fy|统一,使相同|856348|53687797|39|385258|8|5.3|18
u nion|一致,联合,协会|1|1|12|79707|1|2|11
u ni que|唯一的|270871|53429521|45|393105|10|6|24
u ni ver sal|普遍的,世界的|10002|53687798|21|507552|4|3.3|8
u ni verse|宇宙|856348|53687798|39|201274|9|5.4|17
un like|不同的,不像|1|1|12|53213|2|2.4|3
un li ke ly|未必的,靠不住的|926253|53687799|40|228007|8|5.9|16
un usual|不平常的|1|1|9|36624|1|2.2|8
va gue|含糊的|934990|53687799|41|249631|10|5.7|22
vain|徒劳的,自负的|9661|53687800|20|67990|4|3.3|7
va lid|合理的|725276|53687801|35|114748|7|5.4|20
va lu able|贵重的,财宝|672846|53514915|33|304151|7|5|18
va lue|价值,重要性|1|1|8|65010|2|1.8|1
va ni sh|突然消失|843548|53687802|43|304098|14|4.8|15
va ri able|易变的,变数|845971|53687802|62|364051|20|6.8|16
va ri ation|变化|844333|53687803|48|283664|15|5.7|16
va rie ty|多种多样,种类|844947|53687803|54|468151|17|6.3|18
va ri ous|各种各样的|821395|53687804|38|297429|8|6|20
va ry|变化|821395|53687805|38|610047|8|5.8|17
va st|巨大的,大量的|843821|53687805|44|446897|12|5.7|16
wa ge|工资,进行|1|1|12|54819|2|2.1|3
wan der|漫步,迷路|1|1|13|176544|2|2.2|3
wan t|想要,短缺|1|1|15|114408|3|2.1|3
way|方法,道路,习俗|9661|53687806|20|92308|4|2.9|8
wea k|虚弱的,差的,淡的|594271|53687806|30|223422|5|5|18
wear|穿,留|1|1|12|102078|2|2.1|3
wea ry|使厌烦,疲劳的|846483|53687807|66|326442|22|6.5|19
weigh|称重量,有影响,权衡|10343|53687808|22|146092|4|3.2|10
weigh t|重量,使某人负重|9661|53687808|20|167062|4|2.9|8
weir d|奇怪的,命运|844947|53687809|54|4672073|17|6|17
wel d|焊接,使紧密结合|844060|53687809|47|1831192|13|5.7|15
wel fare|福利|1|1|11|31440|1|2.2|10
whirl|旋转,混乱|1|1|13|74032|2|2.2|4
whis per|低语,传闻|1|1|10|1210750|1|1.8|9
yiel d|生产,放弃|843548|53687810|43|416045|11|5.5|16
you th|青春,年轻人|1|1|9|52157|1|1.8|8
zig zag|之字形的,曲折|1|1|11|100112|2|1.9|4
zone|地带,分区|1|1|11|27545|2|1.9|4
zoom|飞驰,急剧上涨|1|1|18|77540|3|2.7|3
a ban don|抛弃|1|1|11|104468|2|1.9|4
abide|容忍,逗留|821395|53687811|38|2500499|7|5.4|16
a bi li ty|能力,才能|1|1|11|73515|3|1.6|5
a ble|有能力的|1|1|4|7290|1|0.9|3
abnormal|反常的|10002|53687811|21|163930|4|3.3|8
back ground|背景|1|1|4|9177|1|0.9|3
ba lan ce|平衡,天平,结余|9661|53687812|20|143599|4|3.1|8
base|基础,以为依据|664109|53687813|32|86476|5|5.2|19
ba se ment|地下室|1|1|9|686783|3|1.3|5
ba sic|基本的|1|1|4|9208|1|0.9|3
basis|基础|725276|53687813|35|164851|6|5.5|17
cal cu la te|计算,估计|1|1|15|189033|3|2.4|3
call|喊,打电话,称呼|1|1|4|8101|1|0.9|3
calm|平静的,使平静|1|1|15|52926|3|2.4|4
cam paign|战役,运动|10002|53687814|21|161678|4|3.3|7
can di da te|候选人,报考者|856348|53687814|39|284882|8|5.6|22
da ta base|数据库|1|1|4|18659|1|0.9|3
date|日期,约会,鉴定年代|7|53018088|17|146944|3|2.6|4
deal|处理,经营,协议|10002|53687815|21|94526|4|3.2|9
dea ler|商人|856348|53687816|39|520616|8|5.6|19
da zzle|耀眼,使惊奇|264318|53429534|43|249279|10|5.7|20
de ba te|争论|1|1|14|67791|2|2.5|3
de ca de|十年|690323|53687816|34|100065|5|5.6|19
de ci de|决定,解决|10343|53687817|22|129127|4|3.5|8
de ci sion|决心,决策|10343|53687818|22|89015|4|3.5|8
de ci sive|决定性的,果断的|934990|53687818|41|295679|10|5.4|19
de co ra te|布置,授勋|844333|53687819|48|617883|15|5.2|18
e co no mic|经济上的|795181|53687819|36|199666|8|5.1|18
e co no mi cal|节约的|803918|53687820|37|230750|8|5.1|18
e co no mi cs|经济学,国家经济状况|843411|53687821|42|276321|12|5|17
e co no my|节约,经济制度|926253|53687821|40|146760|7|6.2|23
e du ca te|教育|1|1|15|90513|3|2.4|3
e du ca tion|教育,知识|1|1|4|13819|1|0.9|3
e ffe ct|作用,结果,产生|9320|53687822|19|131110|4|2.9|8
e ffec tive|有效的|795181|53687823|36|166084|7|5.4|19
e ffi cient|有效的,能胜任的|952467|53687823|42|170756|10|5.7|19
e ffi cien cy|效率|803918|53687824|37|246164|8|5.2|20
effort|努力|10343|53687824|22|166748|4|3.3|8
fab ric|织物,结构|821395|53687825|38|325507|9|5.2|20
fab ri ca te|建造,捏造|690323|53687826|54|265091|17|6|15
face|面貌,表情|9661|53687826|20|80077|4|3.4|8
fac tor|因素,因子|795181|53687827|36|174203|5|5.9|24
fa de|褪去,变暗淡,逐渐消失|1|1|15|112667|3|2.3|4
fail|衰退,失败|1|1|4|10979|1|0.9|3
fai lure|失败,故障,未能|1|1|4|28906|1|0.9|3
fair|公平的,相当的,整齐的,集会|10002|53687827|21|107275|4|3.2|9
fair ly|公正的|1|1|14|65590|3|2.2|4
fall|跌倒,坠落,变成|1|1|14|71480|3|2.2|4
fan|扇子,煽动|1|1|14|51081|3|2.2|4
fan cy|想象力,别致的|843854|53687828|45|562587|12|5.7|16
fa sci na te|迷住|847405|53687829|72|564029|27|6.5|15
gain|获得,增加|1|1|12|40927|2|2|4
gam ble|赌博,投机|1|1|4|9557|1|0.9|3
ga p|间隙|1|1|12|2301195|2|2.1|3
gene|基因|1|1|16|67962|3|2.6|3
ge ne ral|一般的,总的,将军|844845|53687829|52|254977|14|6.5|17
ge ne ra li ze|归纳,推广|846381|53687830|64|658106|24|5.8|16
ha bit|习惯|1|1|4|40684|1|0.9|3
ha bi tat|自然环境|843548|53687831|43|208839|11|5.6|15
ham per|妨碍,束缚|1|1|8|341904|3|1.1|3
han di cap|障碍,妨碍|846893|53687831|68|512744|25|6.3|16
shield|保护,庇护,盾|934990|53687832|41|988149|10|5.1|18
shi ft|转移,轮班|1|1|12|60014|2|2.1|3
shoul der|肩膀,承担|672846|53687833|33|156579|5|5.3|19
show|呈现,展览|1|1|15|37445|3|2.4|8
shower|阵雨,一大批,淋雨|9661|53687834|20|140235|4|3|8
g la mour|迷人的美|264318|53429549|43|282550|10|5.9|15
ge ne ra te|产生,引起|843923|53687834|46|293234|13|5.6|16
ge ne ra tion|发生,一代人|844060|53687835|47|950077|15|5.1|17
ge ne ra tor|发电机|821395|53687836|38|249453|8|5.4|17
ge ne rous|丰富的,慷慨的|845357|53687836|56|424901|19|5.7|16
ge nius|天才|843411|53687837|42|243602|12|4.7|18
gi ft|礼品,天赋|1|1|15|82694|3|2.4|4
ge nre|体裁,类型|845390|53687838|57|317558|19|6|14
gian t|巨人,巨大的|843854|53687838|45|421567|14|5|14
gi gan tic|巨大的|803918|53687839|37|229044|9|4.9|17
gi ve|提供,托付,献出|1|1|4|14681|1|0.9|3
ha ppen|发生,出现,碰巧|1|1|4|13285|1|0.9|3
harm|伤害|1|1|4|6593|1|0.9|3
har mo ny|协和,融洽|690323|53687840|34|270501|5|5.3|20
har sh|严酷的|205357|53514924|60|344581|14|8|13
ig no ran ce|无知的,不知道|598660|53687840|47|332826|10|6.7|14
ig nore|忽视|1|1|15|58191|3|2.4|4
ill|有病的,恶意的,邪恶的|664109|53687841|32|116474|5|5.1|19
ill ness|疾病|1|1|4|33664|1|0.9|3
illusion|幻觉,幻想中的事物|845459|53687841|58|510745|19|6.2|15
il lus tra te|说明,加插图|264318|53429560|43|179170|9|5.9|18
il lus tra tion|说明,插图|233756|53514924|39|432834|6|6.1|14
image|形象,肖像,反映|1|1|15|448724|3|2.4|4
i ma gine|设想,猜想|264318|53429561|43|931426|10|5.9|24
i ma gi na ry|想象的,虚构的|987420|53687842|43|1007899|9|6.5|17
i ma gi na tion|想象|843342|53687843|41|14663111|12|4.8|18
i ma gi na tive|富有想象力的|664109|53687843|32|113344|5|5|19
i mi ta te|模仿,仿造|795181|53687844|36|300622|6|5.9|18
i mi ta tion|模仿,仿制|843342|53687845|41|369233|14|4.3|15
lea d|领导,通向,导致|1|1|13|75249|3|2|3
lea der ship|领导|8979|53687845|18|47775|4|2.7|9
lea ding|领导的,最主要的|672846|53687846|33|106023|6|4.8|20
le gal|法律的,合法的|672846|53687999|33|333787|5|5.3|22
le gis la tion|立法|856348|53688000|39|245925|9|5.2|26
le gi ti ma te|合法的|7615|53688000|14|1349858|4|2|7
lei sure|空闲,悠闲|266502|53429568|44|549207|8|6.1|15
le vel|数量,程度,瞄准|1|1|19|857637|3|2.4|8
le ver|杠杆,工具,控制|843411|53688001|42|2396341|11|5.3|14
le vy|征税|843821|53688001|44|313532|11|5.6|16
ma na ge|经营,设法对付,操纵|1|1|16|128883|3|2.4|8
ma na ge ment|经营,管理部门|10343|53688002|22|218149|4|3.5|14
ma ni fest|显然的,表露,证实|952467|53688002|42|458574|9|5.7|20
ma ni pu la te|操作,处理|844366|53688003|49|3526744|13|6|16
man ner|方式,举止,礼貌|987420|53688003|43|265939|9|6|20
mar gin|页边空白,边缘,余地|934990|53688004|41|267524|7|6.3|20
mar gi nal|边缘的|10002|53688004|21|190611|4|3.2|9
ma ss|大量,团,质量|725276|53688005|35|167648|5|5.8|20
ma ssi ve|厚实的,大量的|803918|53688005|37|182094|6|5.9|18
ma ssa cre|残杀|795181|53688006|36|3102704|7|5.4|17
o ccu pa tion|占领,职业|844845|53688006|52|1274178|18|5.1|17
o ccu py|占用,担任|672846|53688007|33|275197|5|5.2|20
o ccur|发生,被发现|843309|53688008|40|1081801|11|4.9|17
o ccu rren ce|事件,出现|934990|53688008|41|319865|7|6|21
o ffend|冒犯,使厌烦|9661|53688009|20|170202|4|3.1|8
o ffer|提供,出价|664109|53688009|32|452339|5|5.2|19
off set|补偿|725276|53688010|35|419185|6|5.2|16
off spring|子孙,结果|672846|53688010|33|124890|5|5.4|16
pa ra gra ph|段,小新闻|1|1|10|173994|2|1.5|6
pa ra ly se|使瘫痪|672846|53688011|33|425104|6|4.8|16
pa ra llel|平行的,类似的,相似物|238125|53514928|40|322986|6|6.3|14
par t|部分,成员,地区,参加|1|1|15|126105|3|2|3
par tial|部分的,偏袒的|1|1|12|140169|2|1.9|3
par ti ci pant|参加者|1|1|14|224569|3|2|2
par ti ci pa te|参与,分享|843411|53688012|42|791104|11|5.2|20
par ti cle|粒子,极少量|803918|53688012|37|1219172|6|5.5|19
par ti cu lar|特殊的,细致的,苛求的|856348|53688013|39|4074156|7|5.5|19
part ly|部分的|1|1|7|32373|1|1.4|6
part ner|伙伴,配偶,配对|10343|53688013|22|233724|4|3.5|7
pa ssion|热情,爱好,激怒|795181|53688014|36|422434|6|5.5|19
pa ssive|被动的,消极的|10684|53688015|23|286393|4|3.5|9
qui ck|迅速的|1|1|3|4663|1|0.7|2
qui t|停止,离开|1|1|3|12428|1|0.7|2
que st|寻求,探索|803918|53688015|37|603728|6|5.7|21
ques tion naire|问卷|1|1|12|172411|1|2.4|11
quo te|引用|1|1|16|139865|3|2.5|3
s pan|跨度,一段时间|1|1|14|340865|3|2.2|1
s pare|多余的,节约,抽出|843854|53688016|45|972695|11|5.9|19
s che dule|时间表,安排|1|1|12|162399|1|2.4|11
s cheme|计划,搞阴谋,布局|1|1|15|174191|3|2.4|3
scien ce|科学|2|53134504|4|14365|1|0.9|3
scien ti fic|科学的,严谨的|1|1|14|272908|3|2.2|1
scien ti st|科学家|1|1|12|229824|2|2.1|2
